x_local_m,N_N,M_Nm,V_N,N_kN,M_kNm,V_kN
7.9591836735e-01,5.8986742353e+03,1.5332502984e+02,-1.7966607181e+02,5.8986742353e+00,1.5332502984e-01,-1.7966607181e-01
8.1632653061e-01,5.8986742353e+03,1.5699168437e+02,-1.7966607181e+02,5.8986742353e+00,1.5699168437e-01,-1.7966607181e-01
8.3673469388e-01,5.8986742353e+03,1.6065833890e+02,-1.7966607181e+02,5.8986742353e+00,1.6065833890e-01,-1.7966607181e-01
8.5714285714e-01,5.8986742353e+03,1.6432499342e+02,-1.7966607181e+02,5.8986742353e+00,1.6432499342e-01,-1.7966607181e-01
8.7755102041e-01,5.8986742353e+03,1.6799164795e+02,-1.7966607181e+02,5.8986742353e+00,1.6799164795e-01,-1.7966607181e-01
8.9795918367e-01,5.8986742353e+03,1.7165830248e+02,-1.7966607181e+02,5.8986742353e+00,1.7165830248e-01,-1.7966607181e-01
9.1836734694e-01,5.8986742353e+03,1.7532495700e+02,-1.7966607181e+02,5.8986742353e+00,1.7532495700e-01,-1.7966607181e-01
9.3877551020e-01,5.8986742353e+03,1.7899161153e+02,-1.7966607181e+02,5.8986742353e+00,1.7899161153e-01,-1.7966607181e-01
9.5918367347e-01,5.8986742353e+03,1.8265826606e+02,-1.7966607181e+02,5.8986742353e+00,1.8265826606e-01,-1.7966607181e-01
9.7959183673e-01,5.8986742353e+03,1.8632492058e+02,-1.7966607181e+02,5.8986742353e+00,1.8632492058e-01,-1.7966607181e-01
1.0000000000e+00,5.8986742353e+03,1.8999157511e+02,-1.7966607181e+02,5.8986742353e+00,1.8999157511e-01,-1.7966607181e-01
