x_local_m,N_N,M_Nm,V_N,N_kN,M_kNm,V_kN
2.3089201018e-01,9.9774818506e+02,1.1494220393e+02,9.6826785365e+02,9.9774818506e-01,1.1494220393e-01,9.6826785365e-01
2.4532276082e-01,9.9774818506e+02,1.0096937199e+02,9.6826785365e+02,9.9774818506e-01,1.0096937199e-01,9.6826785365e-01
2.5975351146e-01,9.9774818506e+02,8.6996540042e+01,9.6826785365e+02,9.9774818506e-01,8.6996540042e-02,9.6826785365e-01
2.7418426209e-01,9.9774818506e+02,7.3023708097e+01,9.6826785365e+02,9.9774818506e-01,7.3023708097e-02,9.6826785365e-01
2.8861501273e-01,9.9774818506e+02,5.9050876151e+01,9.6826785365e+02,9.9774818506e-01,5.9050876151e-02,9.6826785365e-01
3.0304576337e-01,9.9774818506e+02,4.5078044206e+01,9.6826785365e+02,9.9774818506e-01,4.5078044206e-02,9.6826785365e-01
3.1747651400e-01,9.9774818506e+02,3.1105212261e+01,9.6826785365e+02,9.9774818506e-01,3.1105212261e-02,9.6826785365e-01
3.3190726464e-01,9.9774818506e+02,1.7132380315e+01,9.6826785365e+02,9.9774818506e-01,1.7132380315e-02,9.6826785365e-01
3.4633801528e-01,9.9774818506e+02,3.1595483701e+00,9.6826785365e+02,9.9774818506e-01,3.1595483701e-03,9.6826785365e-01
3.6076876591e-01,9.9774818506e+02,-1.0813283575e+01,9.6826785365e+02,9.9774818506e-01,-1.0813283575e-02,9.6826785365e-01
3.7519951655e-01,9.9774818506e+02,-2.4786115520e+01,9.6826785365e+02,9.9774818506e-01,-2.4786115520e-02,9.6826785365e-01
3.8963026718e-01,9.9774818506e+02,-3.8758947466e+01,9.6826785365e+02,9.9774818506e-01,-3.8758947466e-02,9.6826785365e-01
4.0406101782e-01,9.9774818506e+02,-5.2731779411e+01,9.6826785365e+02,9.9774818506e-01,-5.2731779411e-02,9.6826785365e-01
4.1849176846e-01,9.9774818506e+02,-6.6704611356e+01,9.6826785365e+02,9.9774818506e-01,-6.6704611356e-02,9.6826785365e-01
4.3292251909e-01,9.9774818506e+02,-8.0677443302e+01,9.6826785365e+02,9.9774818506e-01,-8.0677443302e-02,9.6826785365e-01
4.4735326973e-01,9.9774818506e+02,-9.4650275247e+01,9.6826785365e+02,9.9774818506e-01,-9.4650275247e-02,9.6826785365e-01
4.6178402037e-01,9.9774818506e+02,-1.0862310719e+02,9.6826785365e+02,9.9774818506e-01,-1.0862310719e-01,9.6826785365e-01
4.7621477100e-01,9.9774818506e+02,-1.2259593914e+02,9.6826785365e+02,9.9774818506e-01,-1.2259593914e-01,9.6826785365e-01
4.9064552164e-01,9.9774818506e+02,-1.3656877108e+02,9.6826785365e+02,9.9774818506e-01,-1.3656877108e-01,9.6826785365e-01
5.0507627228e-01,9.9774818506e+02,-1.5054160303e+02,9.6826785365e+02,9.9774818506e-01,-1.5054160303e-01,9.6826785365e-01
5.1950702291e-01,9.9774818506e+02,-1.6451443497e+02,9.6826785365e+02,9.9774818506e-01,-1.6451443497e-01,9.6826785365e-01
5.3393777355e-01,9.9774818506e+02,-1.7848726692e+02,9.6826785365e+02,9.9774818506e-01,-1.7848726692e-01,9.6826785365e-01
5.4836852419e-01,9.9774818506e+02,-1.9246009886e+02,9.6826785365e+02,9.9774818506e-01,-1.9246009886e-01,9.6826785365e-01
5.6279927482e-01,9.9774818506e+02,-2.0643293081e+02,9.6826785365e+02,9.9774818506e-01,-2.0643293081e-01,9.6826785365e-01
5.7723002546e-01,9.9774818506e+02,-2.2040576275e+02,9.6826785365e+02,9.9774818506e-01,-2.2040576275e-01,9.6826785365e-01
5.9166077609e-01,9.9774818506e+02,-2.3437859470e+02,9.6826785365e+02,9.9774818506e-01,-2.3437859470e-01,9.6826785365e-01
6.0609152673e-01,9.9774818506e+02,-2.4835142665e+02,9.6826785365e+02,9.9774818506e-01,-2.4835142665e-01,9.6826785365e-01
6.2052227737e-01,9.9774818506e+02,-2.6232425859e+02,9.6826785365e+02,9.9774818506e-01,-2.6232425859e-01,9.6826785365e-01
6.3495302800e-01,9.9774818506e+02,-2.7629709054e+02,9.6826785365e+02,9.9774818506e-01,-2.7629709054e-01,9.6826785365e-01
6.4938377864e-01,9.9774818506e+02,-2.9026992248e+02,9.6826785365e+02,9.9774818506e-01,-2.9026992248e-01,9.6826785365e-01
6.6381452928e-01,9.9774818506e+02,-3.0424275443e+02,9.6826785365e+02,9.9774818506e-01,-3.0424275443e-01,9.6826785365e-01
6.7824527991e-01,9.9774818506e+02,-3.1821558637e+02,9.6826785365e+02,9.9774818506e-01,-3.1821558637e-01,9.6826785365e-01
6.9267603055e-01,9.9774818506e+02,-3.3218841832e+02,9.6826785365e+02,9.9774818506e-01,-3.3218841832e-01,9.6826785365e-01
7.0710678119e-01,9.9774818506e+02,-3.4616125026e+02,9.6826785365e+02,9.9774818506e-01,-3.4616125026e-01,9.6826785365e-01
