x_local_m,N_N,M_Nm,V_N,N_kN,M_kNm,V_kN
2.8861501273e-01,1.9635028142e+04,-1.1103809003e+02,1.3245316932e+03,1.9635028142e+01,-1.1103809003e-01,1.3245316932e+00
3.0304576337e-01,1.9635028142e+04,-1.3015207660e+02,1.3245316932e+03,1.9635028142e+01,-1.3015207660e-01,1.3245316932e+00
3.1747651400e-01,1.9635028142e+04,-1.4926606318e+02,1.3245316932e+03,1.9635028142e+01,-1.4926606318e-01,1.3245316932e+00
3.3190726464e-01,1.9635028142e+04,-1.6838004975e+02,1.3245316932e+03,1.9635028142e+01,-1.6838004975e-01,1.3245316932e+00
3.4633801528e-01,1.9635028142e+04,-1.8749403633e+02,1.3245316932e+03,1.9635028142e+01,-1.8749403633e-01,1.3245316932e+00
3.6076876591e-01,1.9635028142e+04,-2.0660802290e+02,1.3245316932e+03,1.9635028142e+01,-2.0660802290e-01,1.3245316932e+00
3.7519951655e-01,1.9635028142e+04,-2.2572200948e+02,1.3245316932e+03,1.9635028142e+01,-2.2572200948e-01,1.3245316932e+00
3.8963026718e-01,1.9635028142e+04,-2.4483599605e+02,1.3245316932e+03,1.9635028142e+01,-2.4483599605e-01,1.3245316932e+00
4.0406101782e-01,1.9635028142e+04,-2.6394998262e+02,1.3245316932e+03,1.9635028142e+01,-2.6394998262e-01,1.3245316932e+00
4.1849176846e-01,1.9635028142e+04,-2.8306396920e+02,1.3245316932e+03,1.9635028142e+01,-2.8306396920e-01,1.3245316932e+00
4.3292251909e-01,1.9635028142e+04,-3.0217795577e+02,1.3245316932e+03,1.9635028142e+01,-3.0217795577e-01,1.3245316932e+00
4.4735326973e-01,1.9635028142e+04,-3.2129194235e+02,1.3245316932e+03,1.9635028142e+01,-3.2129194235e-01,1.3245316932e+00
4.6178402037e-01,1.9635028142e+04,-3.4040592892e+02,1.3245316932e+03,1.9635028142e+01,-3.4040592892e-01,1.3245316932e+00
4.7621477100e-01,1.9635028142e+04,-3.5951991550e+02,1.3245316932e+03,1.9635028142e+01,-3.5951991550e-01,1.3245316932e+00
4.9064552164e-01,1.9635028142e+04,-3.7863390207e+02,1.3245316932e+03,1.9635028142e+01,-3.7863390207e-01,1.3245316932e+00
5.0507627228e-01,1.9635028142e+04,-3.9774788865e+02,1.3245316932e+03,1.9635028142e+01,-3.9774788865e-01,1.3245316932e+00
5.1950702291e-01,1.9635028142e+04,-4.1686187522e+02,1.3245316932e+03,1.9635028142e+01,-4.1686187522e-01,1.3245316932e+00
5.3393777355e-01,1.9635028142e+04,-4.3597586180e+02,1.3245316932e+03,1.9635028142e+01,-4.3597586180e-01,1.3245316932e+00
5.4836852419e-01,1.9635028142e+04,-4.5508984837e+02,1.3245316932e+03,1.9635028142e+01,-4.5508984837e-01,1.3245316932e+00
5.6279927482e-01,1.9635028142e+04,-4.7420383495e+02,1.3245316932e+03,1.9635028142e+01,-4.7420383495e-01,1.3245316932e+00
5.7723002546e-01,1.9635028142e+04,-4.9331782152e+02,1.3245316932e+03,1.9635028142e+01,-4.9331782152e-01,1.3245316932e+00
5.9166077609e-01,1.9635028142e+04,-5.1243180809e+02,1.3245316932e+03,1.9635028142e+01,-5.1243180809e-01,1.3245316932e+00
6.0609152673e-01,1.9635028142e+04,-5.3154579467e+02,1.3245316932e+03,1.9635028142e+01,-5.3154579467e-01,1.3245316932e+00
6.2052227737e-01,1.9635028142e+04,-5.5065978124e+02,1.3245316932e+03,1.9635028142e+01,-5.5065978124e-01,1.3245316932e+00
6.3495302800e-01,1.9635028142e+04,-5.6977376782e+02,1.3245316932e+03,1.9635028142e+01,-5.6977376782e-01,1.3245316932e+00
6.4938377864e-01,1.9635028142e+04,-5.8888775439e+02,1.3245316932e+03,1.9635028142e+01,-5.8888775439e-01,1.3245316932e+00
6.6381452928e-01,1.9635028142e+04,-6.0800174097e+02,1.3245316932e+03,1.9635028142e+01,-6.0800174097e-01,1.3245316932e+00
6.7824527991e-01,1.9635028142e+04,-6.2711572754e+02,1.3245316932e+03,1.9635028142e+01,-6.2711572754e-01,1.3245316932e+00
6.9267603055e-01,1.9635028142e+04,-6.4622971412e+02,1.3245316932e+03,1.9635028142e+01,-6.4622971412e-01,1.3245316932e+00
7.0710678119e-01,1.9635028142e+04,-6.6534370069e+02,1.3245316932e+03,1.9635028142e+01,-6.6534370069e-01,1.3245316932e+00
