x_local_m,N_N,M_Nm,V_N,N_kN,M_kNm,V_kN
3.2653061224e-01,-2.9934575977e+03,2.0065718191e+02,2.4025534844e+02,-2.9934575977e+00,2.0065718191e-01,2.4025534844e-01
3.4693877551e-01,-2.9934575977e+03,1.9575401153e+02,2.4025534844e+02,-2.9934575977e+00,1.9575401153e-01,2.4025534844e-01
3.6734693878e-01,-2.9934575977e+03,1.9085084115e+02,2.4025534844e+02,-2.9934575977e+00,1.9085084115e-01,2.4025534844e-01
3.8775510204e-01,-2.9934575977e+03,1.8594767078e+02,2.4025534844e+02,-2.9934575977e+00,1.8594767078e-01,2.4025534844e-01
4.0816326531e-01,-2.9934575977e+03,1.8104450040e+02,2.4025534844e+02,-2.9934575977e+00,1.8104450040e-01,2.4025534844e-01
4.2857142857e-01,-2.9934575977e+03,1.7614133003e+02,2.4025534844e+02,-2.9934575977e+00,1.7614133003e-01,2.4025534844e-01
4.4897959184e-01,-2.9934575977e+03,1.7123815965e+02,2.4025534844e+02,-2.9934575977e+00,1.7123815965e-01,2.4025534844e-01
4.6938775510e-01,-2.9934575977e+03,1.6633498927e+02,2.4025534844e+02,-2.9934575977e+00,1.6633498927e-01,2.4025534844e-01
4.8979591837e-01,-2.9934575977e+03,1.6143181890e+02,2.4025534844e+02,-2.9934575977e+00,1.6143181890e-01,2.4025534844e-01
5.1020408163e-01,-2.9934575977e+03,1.5652864852e+02,2.4025534844e+02,-2.9934575977e+00,1.5652864852e-01,2.4025534844e-01
5.3061224490e-01,-2.9934575977e+03,1.5162547814e+02,2.4025534844e+02,-2.9934575977e+00,1.5162547814e-01,2.4025534844e-01
5.5102040816e-01,-2.9934575977e+03,1.4672230777e+02,2.4025534844e+02,-2.9934575977e+00,1.4672230777e-01,2.4025534844e-01
5.7142857143e-01,-2.9934575977e+03,1.4181913739e+02,2.4025534844e+02,-2.9934575977e+00,1.4181913739e-01,2.4025534844e-01
5.9183673469e-01,-2.9934575977e+03,1.3691596702e+02,2.4025534844e+02,-2.9934575977e+00,1.3691596702e-01,2.4025534844e-01
6.1224489796e-01,-2.9934575977e+03,1.3201279664e+02,2.4025534844e+02,-2.9934575977e+00,1.3201279664e-01,2.4025534844e-01
6.3265306122e-01,-2.9934575977e+03,1.2710962626e+02,2.4025534844e+02,-2.9934575977e+00,1.2710962626e-01,2.4025534844e-01
6.5306122449e-01,-2.9934575977e+03,1.2220645589e+02,2.4025534844e+02,-2.9934575977e+00,1.2220645589e-01,2.4025534844e-01
6.7346938776e-01,-2.9934575977e+03,1.1730328551e+02,2.4025534844e+02,-2.9934575977e+00,1.1730328551e-01,2.4025534844e-01
6.9387755102e-01,-2.9934575977e+03,1.1240011513e+02,2.4025534844e+02,-2.9934575977e+00,1.1240011513e-01,2.4025534844e-01
7.1428571429e-01,-2.9934575977e+03,1.0749694476e+02,2.4025534844e+02,-2.9934575977e+00,1.0749694476e-01,2.4025534844e-01
7.3469387755e-01,-2.9934575977e+03,1.0259377438e+02,2.4025534844e+02,-2.9934575977e+00,1.0259377438e-01,2.4025534844e-01
7.5510204082e-01,-2.9934575977e+03,9.7690604005e+01,2.4025534844e+02,-2.9934575977e+00,9.7690604005e-02,2.4025534844e-01
7.7551020408e-01,-2.9934575977e+03,9.2787433629e+01,2.4025534844e+02,-2.9934575977e+00,9.2787433629e-02,2.4025534844e-01
7.9591836735e-01,-2.9934575977e+03,8.7884263252e+01,2.4025534844e+02,-2.9934575977e+00,8.7884263252e-02,2.4025534844e-01
8.1632653061e-01,-2.9934575977e+03,8.2981092876e+01,2.4025534844e+02,-2.9934575977e+00,8.2981092876e-02,2.4025534844e-01
8.3673469388e-01,-2.9934575977e+03,7.8077922500e+01,2.4025534844e+02,-2.9934575977e+00,7.8077922500e-02,2.4025534844e-01
8.5714285714e-01,-2.9934575977e+03,7.3174752123e+01,2.4025534844e+02,-2.9934575977e+00,7.3174752123e-02,2.4025534844e-01
8.7755102041e-01,-2.9934575977e+03,6.8271581747e+01,2.4025534844e+02,-2.9934575977e+00,6.8271581747e-02,2.4025534844e-01
8.9795918367e-01,-2.9934575977e+03,6.3368411371e+01,2.4025534844e+02,-2.9934575977e+00,6.3368411371e-02,2.4025534844e-01
9.1836734694e-01,-2.9934575977e+03,5.8465240995e+01,2.4025534844e+02,-2.9934575977e+00,5.8465240995e-02,2.4025534844e-01
9.3877551020e-01,-2.9934575977e+03,5.3562070618e+01,2.4025534844e+02,-2.9934575977e+00,5.3562070618e-02,2.4025534844e-01
9.5918367347e-01,-2.9934575977e+03,4.8658900242e+01,2.4025534844e+02,-2.9934575977e+00,4.8658900242e-02,2.4025534844e-01
9.7959183673e-01,-2.9934575977e+03,4.3755729866e+01,2.4025534844e+02,-2.9934575977e+00,4.3755729866e-02,2.4025534844e-01
1.0000000000e+00,-2.9934575977e+03,3.8852559489e+01,2.4025534844e+02,-2.9934575977e+00,3.8852559489e-02,2.4025534844e-01
