x_local_m,N_N,M_Nm,V_N,N_kN,M_kNm,V_kN
5.4836852419e-01,-1.4066557484e+04,2.3071429304e+02,-1.0550631989e+01,-1.4066557484e+01,2.3071429304e-01,-1.0550631989e-02
5.6279927482e-01,-1.4066557484e+04,2.3086654658e+02,-1.0550631989e+01,-1.4066557484e+01,2.3086654658e-01,-1.0550631989e-02
5.7723002546e-01,-1.4066557484e+04,2.3101880012e+02,-1.0550631989e+01,-1.4066557484e+01,2.3101880012e-01,-1.0550631989e-02
5.9166077609e-01,-1.4066557484e+04,2.3117105366e+02,-1.0550631989e+01,-1.4066557484e+01,2.3117105366e-01,-1.0550631989e-02
6.0609152673e-01,-1.4066557484e+04,2.3132330720e+02,-1.0550631989e+01,-1.4066557484e+01,2.3132330720e-01,-1.0550631989e-02
6.2052227737e-01,-1.4066557484e+04,2.3147556074e+02,-1.0550631989e+01,-1.4066557484e+01,2.3147556074e-01,-1.0550631989e-02
6.3495302800e-01,-1.4066557484e+04,2.3162781428e+02,-1.0550631989e+01,-1.4066557484e+01,2.3162781428e-01,-1.0550631989e-02
6.4938377864e-01,-1.4066557484e+04,2.3178006782e+02,-1.0550631989e+01,-1.4066557484e+01,2.3178006782e-01,-1.0550631989e-02
6.6381452928e-01,-1.4066557484e+04,2.3193232136e+02,-1.0550631989e+01,-1.4066557484e+01,2.3193232136e-01,-1.0550631989e-02
6.7824527991e-01,-1.4066557484e+04,2.3208457490e+02,-1.0550631989e+01,-1.4066557484e+01,2.3208457490e-01,-1.0550631989e-02
6.9267603055e-01,-1.4066557484e+04,2.3223682844e+02,-1.0550631989e+01,-1.4066557484e+01,2.3223682844e-01,-1.0550631989e-02
7.0710678119e-01,-1.4066557484e+04,2.3238908197e+02,-1.0550631989e+01,-1.4066557484e+01,2.3238908197e-01,-1.0550631989e-02
