x_local_m,N_N,M_Nm,V_N,N_kN,M_kNm,V_kN
2.0203050891e-01,-1.3098289630e+04,6.1822100956e+01,-1.0082988170e+03,-1.3098289630e+01,6.1822100956e-02,-1.0082988170e+00
2.1646125955e-01,-1.3098289630e+04,7.6372609752e+01,-1.0082988170e+03,-1.3098289630e+01,7.6372609752e-02,-1.0082988170e+00
2.3089201018e-01,-1.3098289630e+04,9.0923118548e+01,-1.0082988170e+03,-1.3098289630e+01,9.0923118548e-02,-1.0082988170e+00
2.4532276082e-01,-1.3098289630e+04,1.0547362734e+02,-1.0082988170e+03,-1.3098289630e+01,1.0547362734e-01,-1.0082988170e+00
2.5975351146e-01,-1.3098289630e+04,1.2002413614e+02,-1.0082988170e+03,-1.3098289630e+01,1.2002413614e-01,-1.0082988170e+00
2.7418426209e-01,-1.3098289630e+04,1.3457464494e+02,-1.0082988170e+03,-1.3098289630e+01,1.3457464494e-01,-1.0082988170e+00
2.8861501273e-01,-1.3098289630e+04,1.4912515373e+02,-1.0082988170e+03,-1.3098289630e+01,1.4912515373e-01,-1.0082988170e+00
3.0304576337e-01,-1.3098289630e+04,1.6367566253e+02,-1.0082988170e+03,-1.3098289630e+01,1.6367566253e-01,-1.0082988170e+00
3.1747651400e-01,-1.3098289630e+04,1.7822617132e+02,-1.0082988170e+03,-1.3098289630e+01,1.7822617132e-01,-1.0082988170e+00
3.3190726464e-01,-1.3098289630e+04,1.9277668012e+02,-1.0082988170e+03,-1.3098289630e+01,1.9277668012e-01,-1.0082988170e+00
3.4633801528e-01,-1.3098289630e+04,2.0732718891e+02,-1.0082988170e+03,-1.3098289630e+01,2.0732718891e-01,-1.0082988170e+00
3.6076876591e-01,-1.3098289630e+04,2.2187769771e+02,-1.0082988170e+03,-1.3098289630e+01,2.2187769771e-01,-1.0082988170e+00
3.7519951655e-01,-1.3098289630e+04,2.3642820651e+02,-1.0082988170e+03,-1.3098289630e+01,2.3642820651e-01,-1.0082988170e+00
3.8963026718e-01,-1.3098289630e+04,2.5097871530e+02,-1.0082988170e+03,-1.3098289630e+01,2.5097871530e-01,-1.0082988170e+00
4.0406101782e-01,-1.3098289630e+04,2.6552922410e+02,-1.0082988170e+03,-1.3098289630e+01,2.6552922410e-01,-1.0082988170e+00
4.1849176846e-01,-1.3098289630e+04,2.8007973289e+02,-1.0082988170e+03,-1.3098289630e+01,2.8007973289e-01,-1.0082988170e+00
4.3292251909e-01,-1.3098289630e+04,2.9463024169e+02,-1.0082988170e+03,-1.3098289630e+01,2.9463024169e-01,-1.0082988170e+00
4.4735326973e-01,-1.3098289630e+04,3.0918075049e+02,-1.0082988170e+03,-1.3098289630e+01,3.0918075049e-01,-1.0082988170e+00
4.6178402037e-01,-1.3098289630e+04,3.2373125928e+02,-1.0082988170e+03,-1.3098289630e+01,3.2373125928e-01,-1.0082988170e+00
4.7621477100e-01,-1.3098289630e+04,3.3828176808e+02,-1.0082988170e+03,-1.3098289630e+01,3.3828176808e-01,-1.0082988170e+00
4.9064552164e-01,-1.3098289630e+04,3.5283227687e+02,-1.0082988170e+03,-1.3098289630e+01,3.5283227687e-01,-1.0082988170e+00
5.0507627228e-01,-1.3098289630e+04,3.6738278567e+02,-1.0082988170e+03,-1.3098289630e+01,3.6738278567e-01,-1.0082988170e+00
5.1950702291e-01,-1.3098289630e+04,3.8193329447e+02,-1.0082988170e+03,-1.3098289630e+01,3.8193329447e-01,-1.0082988170e+00
5.3393777355e-01,-1.3098289630e+04,3.9648380326e+02,-1.0082988170e+03,-1.3098289630e+01,3.9648380326e-01,-1.0082988170e+00
5.4836852419e-01,-1.3098289630e+04,4.1103431206e+02,-1.0082988170e+03,-1.3098289630e+01,4.1103431206e-01,-1.0082988170e+00
5.6279927482e-01,-1.3098289630e+04,4.2558482085e+02,-1.0082988170e+03,-1.3098289630e+01,4.2558482085e-01,-1.0082988170e+00
5.7723002546e-01,-1.3098289630e+04,4.4013532965e+02,-1.0082988170e+03,-1.3098289630e+01,4.4013532965e-01,-1.0082988170e+00
5.9166077609e-01,-1.3098289630e+04,4.5468583844e+02,-1.0082988170e+03,-1.3098289630e+01,4.5468583844e-01,-1.0082988170e+00
6.0609152673e-01,-1.3098289630e+04,4.6923634724e+02,-1.0082988170e+03,-1.3098289630e+01,4.6923634724e-01,-1.0082988170e+00
6.2052227737e-01,-1.3098289630e+04,4.8378685604e+02,-1.0082988170e+03,-1.3098289630e+01,4.8378685604e-01,-1.0082988170e+00
6.3495302800e-01,-1.3098289630e+04,4.9833736483e+02,-1.0082988170e+03,-1.3098289630e+01,4.9833736483e-01,-1.0082988170e+00
6.4938377864e-01,-1.3098289630e+04,5.1288787363e+02,-1.0082988170e+03,-1.3098289630e+01,5.1288787363e-01,-1.0082988170e+00
6.6381452928e-01,-1.3098289630e+04,5.2743838242e+02,-1.0082988170e+03,-1.3098289630e+01,5.2743838242e-01,-1.0082988170e+00
6.7824527991e-01,-1.3098289630e+04,5.4198889122e+02,-1.0082988170e+03,-1.3098289630e+01,5.4198889122e-01,-1.0082988170e+00
6.9267603055e-01,-1.3098289630e+04,5.5653940002e+02,-1.0082988170e+03,-1.3098289630e+01,5.5653940002e-01,-1.0082988170e+00
7.0710678119e-01,-1.3098289630e+04,5.7108990881e+02,-1.0082988170e+03,-1.3098289630e+01,5.7108990881e-01,-1.0082988170e+00
